         4076295 function calls (3999034 primitive calls) in 8.830 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     39/1    0.000    0.000    0.000    0.000 __config__.py:25(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _available_if.py:16(__init__)
       18    0.000    0.000    0.000    0.000 __init__.py:546(_cycler)
        1    0.000    0.000    0.000    0.000 representer.py:1(<module>)
      261    0.000    0.000    0.000    0.000 compute.py:237(_make_generic_wrapper)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
        2    0.000    0.000    0.000    0.000 traitlets.py:2313(info)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
      166    0.000    0.000    0.000    0.000 rcsetup.py:151(validate_bool)
        1    0.000    0.000    0.000    0.000 type_annotations.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:389(fill)
        1    0.000    0.000    0.000    0.000 ExifTags.py:305(GPS)
        2    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
    32/19    0.000    0.000    0.000    0.000 typing.py:1088(__repr__)
        1    0.000    0.000    0.000    0.000 win32.py:1(<module>)
        1    0.000    0.000    0.000    0.000 media_file_storage.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orcjit.py:1(<module>)
       55    0.000    0.000    0.000    0.000 basevalidators.py:186(is_homogeneous_array)
        1    0.000    0.000    0.000    0.000 codegen.py:1381(_customize_tm_options)
     1306    0.000    0.000    0.000    0.000 typing.py:1737(cast)
       19    0.000    0.000    0.000    0.000 _methods.py:42(_amax)
        1    0.000    0.000    0.000    0.000 _search.py:436(BaseSearchCV)
        1    0.000    0.000    0.000    0.000 executing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1483(QuantileDMatrix)
     1654    0.000    0.000    0.000    0.000 traitlets.py:676(__get__)
        2    0.000    0.000    0.000    0.000 descriptions.py:9(describe)
        1    0.000    0.000    0.000    0.000 text_widgets.py:76(TextWidgetsMixin)
       19    0.000    0.000    0.000    0.000 _continuous_distns.py:58(_call_super_mom)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deprecation_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:2271(LogLocator)
        3    0.000    0.000    0.000    0.000 win32.py:170(GetConsoleMode)
        1    0.000    0.000    0.000    0.000 application.py:125(BaseIPythonApplication)
        1    0.000    0.000    0.000    0.000 _histogram2dcontour.py:1(<module>)
      106    0.000    0.000    0.000    0.000 extension.py:32(_inherit_from_data)
        1    0.000    0.000    0.000    0.000 django.py:1(<module>)
        1    0.000    0.000    0.000    0.000 callback.py:142(CallbackContainer)
      537    0.000    0.000    0.000    0.000 dataclasses.py:645(_is_classvar)
       19    0.000    0.000    0.000    0.000 decorators.py:197(_jit)
        1    0.000    0.000    0.000    0.000 core.py:455(DebugActions)
       58    0.000    0.000    0.000    0.000 re.py:324(_subx)
        1    0.000    0.000    0.000    0.000 guarded_eval.py:196(SelectivePolicy)
        1    0.000    0.000    0.000    0.000 collections.py:27(Collection)
     1023    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 containers.py:103(RepeatedScalarFieldContainer)
       69    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1(<module>)
       17    0.000    0.000    0.000    0.000 docscrape.py:572(dedent_lines)
       79    0.000    0.000    0.000    0.000 _internal.py:645(consume_until)
        1    0.000    0.000    0.000    0.000 __init__.py:288(<listcomp>)
       24    0.000    0.000    0.000    0.000 generic.py:807(_set_axis)
       91    0.000    0.000    0.000    0.000 registry.py:9(wraps)
      266    0.000    0.000    0.000    0.000 construction.py:416(extract_array)
        2    0.000    0.000    0.000    0.000 descriptions.py:145(add_article)
        7    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
        1    0.000    0.000    0.000    0.000 arrow.py:213(ArrowMixin)
        4    0.000    0.000    0.000    0.000 managers.py:1402(_insert_update_mgr_locs)
        1    0.000    0.000    0.000    0.000 metrics_util.py:1(<module>)
       17    0.000    0.000    0.000    0.000 guarded_eval.py:790(<listcomp>)
        1    0.000    0.000    0.000    0.000 target_extension.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _ufunc_config.py:434(inner)
        1    0.000    0.000    0.000    0.000 time_widgets.py:258(TimeWidgetsMixin)
       52    0.000    0.000    0.000    0.000 calendar.py:60(__getitem__)
        1    0.000    0.000    0.000    0.000 heading.py:42(HeadingMixin)
       28    0.000    0.000    0.000    0.000 common.py:1081(is_numeric_dtype)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 values.py:84(_ConstOpMixin)
        7    0.000    0.000    0.000    0.000 {method 'Parse' of 'pyexpat.xmlparser' objects}
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
       22    0.000    0.000    0.000    0.000 deprecation.py:190(finalize)
       32    0.000    0.000    0.000    0.000 take.py:564(_take_preprocess_indexer_and_fill_value)
       27    0.000    0.000    0.000    0.000 base.py:5170(_get_engine_target)
        1    0.000    0.000    0.000    0.000 _optics.py:36(OPTICS)
        1    0.000    0.000    0.000    0.000 stata.py:823(StataMissingValue)
        1    0.000    0.000    0.000    0.000 targets.py:219(create_target_machine)
       25    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
     1058    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:1(<module>)
        3    0.000    0.000    0.000    0.000 magic.py:208(_function_magic_marker)
        1    0.000    0.000    0.000    0.000 __init__.py:585(DaskPartitionIter)
        1    0.000    0.000    0.000    0.000 _fit.py:1(<module>)
        3    0.000    0.000    0.000    0.000 getlimits.py:543(_init)
        1    0.000    0.000    0.000    0.000 patches.py:3152(ArrowStyle)
        4    0.000    0.000    0.000    0.000 _fill.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:34(envwrap)
        1    0.000    0.000    0.000    0.000 _lfw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:110(ExtensionArray)
        1    0.000    0.000    0.000    0.000 ast_mod.py:1(<module>)
       14    0.000    0.000    0.000    0.000 ffi.py:270(__exit__)
      137    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
      387    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
       20    0.000    0.000    0.000    0.000 scalars.py:41(from_bitwidth)
        6    0.000    0.000    0.000    0.000 patches.py:2343(<listcomp>)
        1    0.000    0.000    0.000    0.000 ir.py:25(Loc)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 file_util.py:134(get_streamlit_file_path)
        1    0.000    0.000    0.000    0.000 style_transformation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _winconsole.py:181(ConsoleStream)
        1    0.000    0.000    0.000    0.000 types.py:23(ParamType)
       14    0.000    0.000    0.000    0.000 lexer.py:43(__new__)
        1    0.000    0.000    0.000    0.000 initfini.py:32(initialize_native_target)
        1    0.000    0.000    0.000    0.000 dataframe_util.py:106(DataFormat)
        1    0.000    0.000    0.000    0.000 sklearn.py:1657(XGBRFClassifier)
    38/16    0.000    0.000    0.000    0.000 typing.py:320(_eval_type)
        2    0.000    0.000    0.000    0.000 file_io.py:1(<module>)
      267    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.000    0.000 core.py:82(Source)
       11    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 media.py:63(MediaMixin)
        1    0.000    0.000    0.000    0.000 synchronize.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _strptime.py:80(__calc_weekday)
        1    0.000    0.000    0.000    0.000 checkbox.py:58(CheckboxMixin)
       65    0.000    0.000    0.000    0.000 results.py:451(__iadd__)
        1    0.000    0.000    0.000    0.000 managers.py:687(<listcomp>)
        7    0.000    0.000    0.000    0.000 core.py:5903(__add__)
        1    0.000    0.000    0.000    0.000 access.py:167(DirectObjectAccess)
        3    0.000    0.000    0.000    0.000 constants.py:1(<module>)
       28    0.000    0.000    0.000    0.000 ffi.py:260(close)
        1    0.000    0.000    0.000    0.000 sklearn.py:1810(XGBRanker)
        2    0.000    0.000    0.000    0.000 tokens.py:1(<module>)
        7    0.000    0.000    0.000    0.000 managers.py:1778(<listcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:73(<dictcomp>)
        1    0.000    0.000    0.000    0.000 unicode.py:123(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
       20    0.000    0.000    0.000    0.000 cache.py:102(memoize_method)
      168    0.000    0.000    0.000    0.000 base.py:3777(get_loc)
     1070    0.000    0.000    0.000    0.000 colors.py:411(<genexpr>)
        1    0.000    0.000    0.000    0.000 common.py:432(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 local_disk_cache_storage.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2365(BoxStyle)
      176    0.000    0.000    0.000    0.000 _shape_base_impl.py:618(_column_stack_dispatcher)
       18    0.000    0.000    0.000    0.000 __init__.py:226(_from_iter)
       12    0.000    0.000    0.000    0.000 _strptime.py:219(__seqToRE)
       18    0.000    0.000    0.000    0.000 __init__.py:416(by_key)
        1    0.000    0.000    0.000    0.000 module.py:11(parse_assembly)
       66    0.000    0.000    0.000    0.000 base.py:609(_dtype_to_subclass)
      418    0.000    0.000    0.000    0.000 _docscrape.py:156(__setitem__)
     1166    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
      727    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       44    0.000    0.000    0.000    0.000 results.py:556(copy)
      103    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      192    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        5    0.000    0.000    0.000    0.000 empty.py:28(empty)
        1    0.000    0.000    0.000    0.000 _mio5_params.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
     1879    0.000    0.000    0.000    0.000 __init__.py:851(<lambda>)
      2/1    0.000    0.000    0.000    0.000 {built-in method _operator.ge}
      169    0.000    0.000    0.000    0.000 core.py:2399(__new__)
        1    0.000    0.000    0.000    0.000 sklearn.py:1402(LGBMRanker)
      318    0.000    0.000    0.000    0.000 rcsetup.py:906(_convert_validator_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1471(find_distributions)
        1    0.000    0.000    0.000    0.000 init_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 regexopt.py:1(<module>)
      211    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 _agglomerative.py:781(AgglomerativeClustering)
      335    0.000    0.000    0.000    0.000 dataclasses.py:508(_init_param)
        6    0.000    0.000    0.000    0.000 categorical.py:122(_cat_compare_op)
        5    0.000    0.000    0.000    0.000 common.py:160(is_url)
        1    0.000    0.000    0.000    0.000 Checkbox_pb2.py:1(<module>)
       47    0.000    0.000    0.000    0.000 typeconv.py:63(set_safe_convert)
        1    0.000    0.000    0.000    0.000 snowpark_connection.py:1(<module>)
       16    0.000    0.000    0.000    0.000 typing.py:679(_evaluate)
       42    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
      117    0.000    0.000    0.000    0.000 re.py:330(filter)
        1    0.000    0.000    0.000    0.000 __init__.py:886(find_distributions)
        1    0.000    0.000    0.000    0.000 __init__.py:9(DeepExplainer)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
       35    0.000    0.000    0.000    0.000 numeric.py:143(ones)
        2    0.000    0.000    0.000    0.000 generics.py:1(<module>)
       67    0.000    0.000    0.000    0.000 __init__.py:1636(addHandler)
       33    0.000    0.000    0.000    0.000 functools.py:853(<lambda>)
        1    0.000    0.000    0.000    0.000 deck_gl_json_chart.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_file.py:1(<module>)
       28    0.000    0.000    0.000    0.000 _pswindows.py:721(wrap_exceptions)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:899(_search_paths)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
      456    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       32    0.000    0.000    0.000    0.000 _arraypad_impl.py:470(_as_pairs)
      229    0.000    0.000    0.000    0.000 flags.py:51(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 serializing.py:1(<module>)
      448    0.000    0.000    0.000    0.000 colors.py:355(<genexpr>)
        1    0.000    0.000    0.000    0.000 sklearn.py:1735(XGBRFRegressor)
       95    0.000    0.000    0.000    0.000 accessor.py:94(_create_delegator_property)
      593    0.000    0.000    0.000    0.000 _metadata_requests.py:237(request_is_alias)
